C1,C2,R
0.41879,0.89407,0.80928
0.70959,1.1783,0.47258
0.70736,1.0168,0.047183
0.36355,0.51882,0.0086461
0.18621,0.26547,0.042383
0.17632,0.22234,0.61639
0.33326,0.32291,1.0081
0.6429,0.4759,0.86602
1.1152,0.64473,0.53366
1.1608,0.58395,0.0508
0.56313,0.29539,0.0062546
0.25139,0.14748,0.031073
0.19087,0.11634,0.57434
0.31532,0.16898,1.0524
0.54967,0.25353,0.96617
0.90348,0.36556,0.7783
1.2379,0.47237,0.44571
0.9358,0.43077,0.10894
0.27961,0.29824,0.1837
0.085027,0.35583,0.95856
0.039615,0.53657,1.0527
0.027657,0.80592,0.98682
0.026563,1.18,0.86811
0.030445,1.6372,0.66926
0.034375,1.9753,0.34233
0.025144,1.5497,0.054469
0.012499,0.83873,0.033889
0.008273,0.54131,0.24752
0.012742,0.66321,0.94578
0.024323,0.94708,0.94238
0.045469,1.3119,0.80597
0.078672,1.6846,0.58704
0.11028,1.7894,0.27316
0.09487,1.2196,0.077623
0.069188,0.63623,0.16761
0.097833,0.4769,0.86674
0.19368,0.42027,1.0211
0.38676,0.33409,0.98588
0.75535,0.23182,0.8849
1.3724,0.13969,0.62995
1.7568,0.063576,0.11221
0.95772,0.016084,0.0053761
0.45841,0.0044065,0.011693
0.27953,0.0017477,0.20848
0.43253,0.0016555,1.0004
0.82373,0.0020154,0.94724
1.4554,0.0024667,0.66901
1.8062,0.0024213,0.13671
0.84744,0.0012457,0.010416
0.25192,0.00062316,0.072495
0.12864,0.00062963,0.97115
0.11484,0.00094523,1.162
0.12023,0.0014445,1.1634
0.14343,0.002218,1.1571
0.18841,0.0034118,1.144
0.26224,0.0052422,1.1217
0.37171,0.0080187,1.0867
0.5129,0.01216,1.0371
0.64817,0.018205,0.98001
0.6782,0.026912,0.94766
0.47898,0.039853,0.99844
0.15952,0.060467,1.1132
0.034868,0.093675,1.1633
0.012938,0.14575,1.1624
0.0088085,0.22634,1.1456
0.009068,0.34976,1.1162
0.012044,0.53592,1.0685
0.018506,0.80907,0.99156
0.030389,1.1885,0.86571
0.049395,1.649,0.65478
0.068583,1.9589,0.30542
0.053637,1.4453,0.040075
0.028423,0.77163,0.0304
0.019841,0.5078,0.2503
0.0319,0.64602,0.94893
0.062204,0.95418,0.9291
0.11656,1.3607,0.75894
0.19284,1.7523,0.45688
0.20503,1.5799,0.080858
0.11635,0.85619,0.019719
0.067441,0.46571,0.090292
0.081978,0.4531,0.78845
0.16041,0.64411,0.98075
0.31104,0.9078,0.84643
0.55167,1.1861,0.58213
0.70958,1.1841,0.14874
0.43394,0.62523,0.016656
0.23311,0.27415,0.047702
0.22667,0.18288,0.60905
0.43312,0.21167,1.0029
0.84398,0.25429,0.85755
1.4655,0.28208,0.49845
1.4139,0.19476,0.031455
0.69249,0.077277,0.0050401
0.33102,0.031333,0.029315
0.27181,0.020871,0.5623
0.4825,0.026873,1.0373
0.88721,0.036723,0.91193
1.4777,0.047949,0.6175
1.6388,0.047821,0.12662
0.6645,0.02638,0.026461
0.16758,0.017383,0.36728
0.078845,0.02404,1.1435
0.052944,0.036855,1.1743
0.048504,0.056824,1.1724
0.057026,0.087769,1.1635
0.079657,0.13547,1.1462
0.124,0.20833,1.1161
0.20467,0.31776,1.0639
0.34309,0.47669,0.97319
0.55595,0.69074,0.81377
0.79432,0.92036,0.53507
0.74968,0.94184,0.15859
0.3006,0.6092,0.062923
0.10321,0.46193,0.38439
0.076724,0.62105,0.97249
0.077783,0.9095,0.93295
0.090008,1.2909,0.79214
0.10735,1.6982,0.55828
0.10731,1.809,0.21583
0.06293,1.1869,0.045601
0.032702,0.64868,0.097783
0.033965,0.55994,0.7268
0.060457,0.70298,0.98789
0.1123,0.87733,0.92327
0.20513,1.0327,0.82037
0.35789,1.0972,0.68779
0.57506,0.97189,0.53874
0.82366,0.62009,0.42152
1.074,0.23242,0.38149
1.2991,0.054007,0.31675
1.2218,0.01198,0.17354
0.80401,0.003261,0.20481
0.5673,0.0016905,0.7716
0.35339,0.0014464,1.0549
0.12535,0.0015116,1.1473
0.039682,0.0017942,1.1841
0.020163,0.002316,1.1927
0.016625,0.0031658,1.1942
0.019241,0.0045031,1.1934
0.027685,0.0065852,1.1908
0.045609,0.0098144,1.1853
0.081512,0.014808,1.1745
0.15247,0.02249,1.1533
0.29077,0.034169,1.1112
0.55152,0.051438,1.0266
1.0033,0.075193,0.85369
1.5902,0.10004,0.4951
1.3823,0.087135,0.053306
0.46558,0.046458,0.032773
0.13474,0.036268,0.59429
0.079048,0.053678,1.151
0.062348,0.083278,1.1613
0.063549,0.1292,1.1514
0.079032,0.19986,1.1306
0.11237,0.30735,1.0946
0.1726,0.46753,1.0337
0.27229,0.69675,0.93086
0.41616,0.99582,0.75515
0.55233,1.2843,0.45659
0.45293,1.1955,0.10625
0.1775,0.71654,0.048062
0.076983,0.50507,0.29458
0.079508,0.65355,0.9373
0.10909,0.95765,0.90629
0.15561,1.3511,0.73527
0.20466,1.7158,0.44347
0.18033,1.5555,0.095875
0.088668,0.87761,0.031833
0.048611,0.51831,0.1598
0.061502,0.56577,0.88428
0.11064,0.78954,0.95596
0.19927,1.0765,0.82579
0.33494,1.3607,0.60321
0.45209,1.4064,0.2647
0.34936,0.87526,0.061822
0.22015,0.39648,0.14551
0.27526,0.26414,0.85197
0.49738,0.22357,0.97939
0.88552,0.18526,0.84931
1.4135,0.14419,0.57087
1.5033,0.087579,0.14062
0.63172,0.033269,0.052945
0.19016,0.018683,0.62099
0.085947,0.020866,1.1545
0.050298,0.026378,1.1769
0.041471,0.035336,1.179
0.045697,0.049264,1.1753
0.061736,0.070571,1.1663
0.095131,0.10287,1.1495
0.15846,0.1513,1.1198
0.27379,0.2226,1.0669
0.47266,0.32372,0.97216
0.77636,0.45505,0.80158
1.0945,0.5832,0.50359
0.95272,0.56,0.1497
0.342,0.37639,0.14101
0.11035,0.38357,0.83978
0.05392,0.53994,1.0405
0.037304,0.76579,0.99097
0.035001,1.0611,0.89862
0.039926,1.4044,0.75872
0.049019,1.7013,0.55972
0.055855,1.7197,0.32616
0.052591,1.2899,0.21908
0.057279,0.85682,0.52211
0.095822,0.58432,0.9514
0.18135,0.28579,1.0509
0.35369,0.090818,1.0662
0.68649,0.028068,0.98533
1.2621,0.011443,0.76532
1.8587,0.0055119,0.27815
1.1222,0.0017812,0.011342
0.38867,0.0005499,0.021731
0.156,0.00029016,0.53166
0.14435,0.00033608,1.1425
0.15813,0.00044117,1.152
0.18905,0.00060806,1.1434
0.23972,0.00086561,1.1282
0.31169,0.0012576,1.1056
0.3994,0.001848,1.076
0.47937,0.0027286,1.0451
0.5004,0.0040383,1.0294
0.40375,0.0060162,1.0532
0.21788,0.0091001,1.1146
0.087229,0.013993,1.1634
0.041771,0.021709,1.1805
0.030088,0.033789,1.1829
0.030794,0.052635,1.1791
0.040203,0.081944,1.1701
0.061351,0.12731,1.1539
0.10283,0.19694,1.1257
0.18102,0.30216,1.0762
0.32252,0.45626,0.98818
0.55722,0.66613,0.82747
0.85645,0.89243,0.52784
0.84241,0.87206,0.10744
0.34864,0.4995,0.029142
0.12365,0.31587,0.2155
0.10359,0.39677,0.98697
0.12404,0.59595,1.0104
0.16184,0.88138,0.91166
0.21452,1.2506,0.74532
0.26024,1.6109,0.47033
0.21738,1.5463,0.12495
0.097983,0.92928,0.03864
0.047204,0.5708,0.15789
0.05241,0.63299,0.84834
0.086612,0.90613,0.92801
0.14596,1.2656,0.77793
0.22721,1.6165,0.51628
0.25853,1.5752,0.15466
0.1586,0.90408,0.038573
0.095678,0.46947,0.15277
0.12677,0.4189,0.89458
0.23804,0.47561,0.99863
0.44714,0.52259,0.91012
0.8007,0.52798,0.74455
1.2492,0.44513,0.4396
1.1981,0.22685,0.082596
0.5919,0.064068,0.049725
0.33806,0.025628,0.48383
0.35854,0.021801,1.0574
0.38055,0.022689,1.0697
0.35268,0.026147,1.0744
0.26915,0.032566,1.0982
0.17043,0.043086,1.1295
0.10439,0.059603,1.1502
0.075341,0.084983,1.1558
0.069144,0.12353,1.1501
0.078588,0.18154,1.1343
0.10437,0.26789,1.1059
0.15298,0.3941,1.0585
0.23516,0.57258,0.98062
0.36028,0.8087,0.8525
0.51249,1.0738,0.64342
0.57982,1.2219,0.33311
0.36724,0.96017,0.10832
0.15121,0.61738,0.20506
0.1076,0.60474,0.83931
0.11547,0.72422,0.95804
0.13988,0.83966,0.91273
0.18122,0.90536,0.86194
0.24339,0.87164,0.82964
0.33307,0.70027,0.83757
0.45974,0.4147,0.88482
0.62225,0.15813,0.9215
0.76743,0.047699,0.90694
0.751,0.01758,0.90302
0.4312,0.0091782,1.0107
0.089689,0.0066135,1.1527
0.016086,0.0060196,1.1914
0.0062591,0.0064171,1.1963
0.0045912,0.0076439,1.1968
0.0050563,0.0098504,1.1963
0.0071574,0.01342,1.195
0.01181,0.019012,1.1925
0.021381,0.027677,1.188
0.040897,0.041041,1.1798
0.080682,0.061558,1.1644
0.1614,0.092796,1.1347
0.32251,0.1395,1.0762
0.63077,0.20634,0.95726
1.1526,0.29005,0.70441
1.5903,0.32841,0.18928
0.88436,0.18652,0.0080481
0.34839,0.090339,0.017434
0.1741,0.060271,0.38096
0.21604,0.083642,1.0896
0.31144,0.12684,1.076
0.44706,0.19066,1.0128
0.60405,0.28117,0.92164
0.70639,0.40236,0.81463
0.61528,0.55701,0.74896
0.30113,0.76807,0.7983
0.072107,1.0849,0.83916
0.019207,1.5108,0.7227
0.0084308,1.9214,0.46096
0.0041646,1.8141,0.11964
0.0015707,1.0575,0.033976
0.0007362,0.6087,0.13494
0.0008263,0.62342,0.84381
0.0014459,0.85161,0.97325
0.0026257,1.1462,0.88122
0.004675,1.4617,0.74488
0.007796,1.6928,0.57321
0.011558,1.6635,0.41819
0.015852,1.3355,0.43873
0.025487,0.92609,0.76288
0.04897,0.43725,1.0227
0.1003,0.089145,1.1361
0.20873,0.0143,1.1379
0.43091,0.0037644,1.0785
0.86426,0.0015926,0.93824
1.5859,0.00090802,0.61012
1.7943,0.00045774,0.049313
0.90016,0.0001455,0.0025478
0.42752,5.09E-05,0.0073539
0.24611,2.31E-05,0.1548
0.36614,2.39E-05,0.99827
0.71665,3.23E-05,0.98612
1.328,4.31E-05,0.74342
1.8991,4.83E-05,0.21544
1.069,2.72E-05,0.0072751
0.39826,1.30E-05,0.015198
0.17189,8.58E-06,0.39235
0.18397,1.20E-05,1.1223
0.2328,1.84E-05,1.1304
0.30382,2.82E-05,1.1086
0.39273,4.30E-05,1.079
0.47856,6.52E-05,1.0468
0.51182,9.83E-05,1.0275
0.42834,0.00014826,1.0466
0.23982,0.00022596,1.1084
0.094481,0.00034951,1.1634
0.042514,0.00054507,1.1848
0.02899,0.00085232,1.1906
0.028645,0.0013337,1.1912
0.036697,0.0020867,1.1891
0.055621,0.0032628,1.1838
0.093547,0.005094,1.1732
0.16703,0.0079279,1.1523
0.3065,0.01226,1.1113
0.56119,0.018707,1.0309
0.9857,0.027699,0.87307
1.5222,0.037861,0.56723
1.4837,0.038754,0.13907
0.51819,0.025259,0.10017
0.11549,0.026595,0.93964
0.033565,0.040949,1.1753
0.016698,0.063941,1.18
0.013718,0.099797,1.1734
0.015861,0.15544,1.1603
0.02273,0.24124,1.1384
0.037046,0.37208,1.1025
0.064758,0.56778,1.0435
0.11612,0.84967,0.94465
0.20394,1.2225,0.77424
0.32105,1.5941,0.47025
0.32448,1.4588,0.080457
0.16883,0.79605,0.017883
0.087941,0.43743,0.079925
0.095448,0.4273,0.75698
0.17635,0.62867,0.97937
0.32739,0.91943,0.83749
0.55314,1.2429,0.55168
0.63649,1.2416,0.10847
0.33828,0.68519,0.01293
0.15935,0.35479,0.042047
0.13225,0.29041,0.57078
0.22828,0.41933,1.0114
0.41479,0.62236,0.9035
0.70392,0.87267,0.66412
0.92002,1.0061,0.2305
0.52943,0.64125,0.020451
0.19933,0.33631,0.042164
0.11887,0.27417,0.57292
0.15563,0.39768,1.0395
0.22847,0.59771,0.97578
0.33524,0.87291,0.8416
0.45419,1.1961,0.61822
0.47321,1.3823,0.28079
0.24995,1.0465,0.066724
0.087936,0.65835,0.11576
0.058748,0.65884,0.69093
0.072405,0.94538,0.91009
0.10021,1.3495,0.76589
0.13411,1.7625,0.49404
0.13069,1.7244,0.12509
0.06882,1.0113,0.026874
0.035718,0.56827,0.089614
0.038388,0.5505,0.73809
0.069924,0.79175,0.96586
0.12956,1.1352,0.8405
0.22369,1.5212,0.60573
0.3027,1.6615,0.22576
0.21117,1.0491,0.030202
0.11504,0.51821,0.05279
0.10727,0.37052,0.56207
0.19889,0.44914,1.0074
0.38677,0.56095,0.92749
0.71547,0.66238,0.74378
1.136,0.66941,0.39378
1.0085,0.39122,0.045171
0.51489,0.12742,0.028258
0.32926,0.049472,0.29305
0.48082,0.041664,0.98834
0.8064,0.043869,0.93045
1.2345,0.048008,0.72797
1.4698,0.049711,0.43428
0.96646,0.044528,0.32987
0.23222,0.049452,0.95272
0.016834,0.069394,1.1716
0.0027722,0.10105,1.1759
0.0012001,0.1492,1.1657
0.00095919,0.22194,1.1489
0.0011117,0.33078,1.1228
0.001606,0.49126,1.0826
0.0026275,0.7219,1.0203
0.00456,1.0384,0.92388
0.0079496,1.4337,0.77368
0.01297,1.817,0.54099
0.016821,1.8546,0.22925
0.013513,1.2138,0.077386
0.010527,0.67848,0.235
0.016477,0.5725,0.93529
0.03289,0.52792,1.043
0.066568,0.43104,1.0598
0.13557,0.29754,1.0756
0.27686,0.17402,1.0695
0.5602,0.094889,1.0065
1.0897,0.054609,0.82713
1.8178,0.032784,0.38572
1.393,0.012521,0.010225
0.6694,0.0038507,0.0032033
0.32726,0.0013747,0.024999
0.27421,0.00083534,0.53642
0.51053,0.0010282,1.0356
0.98586,0.0013656,0.89062
1.6962,0.0017159,0.51976
1.5841,0.0013758,0.030183
0.68133,0.00065444,0.0057591
0.24518,0.00032799,0.061291
0.17547,0.00032291,0.91771
0.22133,0.00048682,1.1313
0.29441,0.00074364,1.1118
0.39103,0.0011325,1.0802
0.49403,0.0017139,1.0425
0.55395,0.0025748,1.0132
0.49127,0.0038592,1.0226
0.28494,0.0058447,1.0882
0.10214,0.0090102,1.1566
0.03856,0.014037,1.1826
0.023083,0.021933,1.1876
0.02113,0.034286,1.186
0.025964,0.053565,1.1806
0.038526,0.083561,1.1705
0.064176,0.12999,1.1527
0.11422,0.20121,1.1216
0.20956,0.30852,1.0662
0.38381,0.46437,0.96509
0.67133,0.67072,0.7747
0.99987,0.86048,0.40971
0.78379,0.69381,0.043094
0.29408,0.36721,0.027541
0.12224,0.25158,0.33709
0.12459,0.34358,1.0385
0.16069,0.51999,1.0203
0.2184,0.77332,0.92422
0.29386,1.1064,0.76523
0.35499,1.4507,0.50648
0.2988,1.4828,0.16687
0.12861,0.96808,0.050877
0.053752,0.62558,0.16687
0.051,0.70664,0.81592
0.074776,1.0253,0.89244
0.11452,1.4449,0.71708
0.15897,1.8126,0.40446
0.139,1.542,0.068194
0.070759,0.8412,0.026348
0.041393,0.49997,0.15368
0.055681,0.56259,0.88787
0.10492,0.81427,0.95317
0.19464,1.1507,0.80504
0.32852,1.4945,0.53731
0.39697,1.4702,0.1419
0.24201,0.81341,0.024808
0.13643,0.39586,0.087734
0.15859,0.32344,0.78846
0.30317,0.38842,1.002
0.58013,0.4642,0.88478
1.0288,0.51463,0.63847
1.3722,0.43957,0.18857
0.81832,0.1837,0.017545
0.37053,0.061837,0.052305
0.28991,0.036799,0.70167
0.42279,0.040015,1.0527
0.62054,0.047831,0.99085
0.82651,0.059159,0.89714
0.89077,0.074151,0.82706
0.6024,0.09542,0.89909
0.13472,0.13132,1.0915
0.015906,0.18973,1.1475
0.0043176,0.27782,1.1339
0.002514,0.40744,1.103
0.0023675,0.59407,1.0548
0.0029617,0.85344,0.98122
0.0043168,1.1912,0.86937
0.0066384,1.5737,0.70086
0.009673,1.8548,0.45832
0.011128,1.6851,0.20121
0.009512,1.0663,0.15874
0.01131,0.70933,0.64403
0.021266,0.54282,1.0197
0.042803,0.3323,1.088
0.087849,0.15083,1.1293
0.18184,0.06129,1.1316
0.37469,0.029279,1.087
0.75477,0.017833,0.97039
1.4188,0.013001,0.69653
1.9099,0.0087159,0.12352
1.0316,0.0032385,0.0033783
0.48129,0.0012046,0.0055798
0.25055,0.00053901,0.098981
0.31897,0.00052474,0.94962
0.60267,0.00072429,1.0208
1.1015,0.0010013,0.83968
1.7278,0.0012653,0.44946
1.3635,0.00099142,0.035448
0.44039,0.00050734,0.032306
0.13284,0.000403,0.65573
0.081441,0.00059806,1.165
0.066031,0.00092574,1.1791
0.068552,0.0014376,1.1793
0.086404,0.0022351,1.1746
0.12451,0.0034736,1.1639
0.19493,0.0053856,1.1436
0.31794,0.0083044,1.1067
0.51961,0.012665,1.0417
0.81219,0.018904,0.93292
1.1268,0.027088,0.77306
1.1998,0.03639,0.62906
0.71604,0.048172,0.76829
0.085852,0.071132,1.1157
0.0051945,0.11055,1.1716
0.0010639,0.17217,1.1607
0.00053682,0.2672,1.1388
0.00046948,0.41215,1.1037
0.000569,0.62924,1.0478
0.00082844,0.94363,0.95803
0.0013102,1.3681,0.81156
0.002038,1.8423,0.56679
0.00252,1.99,0.19439
0.0016632,1.2718,0.028425
0.00090794,0.68869,0.049728
0.00081768,0.55181,0.48968
0.0014976,0.77627,0.97623
0.0029174,1.1436,0.89145
0.0053751,1.6082,0.70332
0.0085121,2.0006,0.38799
0.0082322,1.6749,0.064961
0.0046955,0.91648,0.027152
0.003048,0.55365,0.15961
0.0044206,0.63436,0.89045
0.0087107,0.92833,0.95367
0.016723,1.3293,0.8173
0.029449,1.7725,0.58524
0.040637,1.9348,0.2318
0.030559,1.2789,0.04008
0.018171,0.67142,0.069667
0.019014,0.52514,0.62482
0.036483,0.65274,1.0061
0.07256,0.82283,0.95706
0.14061,0.98834,0.8694
0.2613,1.0917,0.75626
0.45576,1.0432,0.62377
0.72777,0.76801,0.49597
1.0526,0.35103,0.39786
1.3349,0.082343,0.25597
1.1792,0.013245,0.076702
0.74824,0.002323,0.058253
0.60719,0.00070308,0.28061
0.95639,0.00046838,0.77064
1.6682,0.00040646,0.52468
1.653,0.00025512,0.028367
0.81759,0.00010057,0.0027868
0.3976,4.17E-05,0.011294
0.26107,2.30E-05,0.24711
0.44102,2.80E-05,1.0166
0.87939,3.97E-05,0.93176
1.6069,5.34E-05,0.59751
1.7723,4.85E-05,0.043497
0.88383,2.36E-05,0.0025009
0.42029,1.12E-05,0.0077485
0.24557,6.34E-06,0.16666
0.37244,7.74E-06,1.0046
0.72995,1.16E-05,0.98187
1.3507,1.67E-05,0.73256
1.9003,1.94E-05,0.19565
1.045,1.11E-05,0.0066885
0.39258,5.44E-06,0.015187
0.1741,3.67E-06,0.39419
0.19179,5.21E-06,1.1202
0.24823,8.05E-06,1.1259
0.32869,1.24E-05,1.1009
0.42657,1.89E-05,1.0677
0.51384,2.87E-05,1.0334
0.52907,4.33E-05,1.0183
0.40539,6.53E-05,1.0511
0.19448,9.99E-05,1.1235
0.069437,0.00015504,1.173
0.032485,0.00024224,1.1887
0.023935,0.00037914,1.1924
0.025287,0.00059361,1.1925
0.034041,0.00092919,1.1902
0.053458,0.0014534,1.1849
0.092234,0.0022698,1.1743
0.16787,0.0035336,1.1532
0.31276,0.0054655,1.1114
0.58016,0.0083378,1.0281
1.0306,0.012322,0.86142
1.597,0.016668,0.52963
1.4549,0.015893,0.093541
0.4687,0.0095008,0.07579
0.11394,0.0094975,0.90631
0.042157,0.014601,1.1784
0.024612,0.022821,1.1868
0.022026,0.035686,1.1854
0.026619,0.055764,1.1799
0.03904,0.086998,1.1695
0.064497,0.13533,1.1514
0.11409,0.20943,1.1196
0.2083,0.32099,1.0633
0.37974,0.48274,0.96092
0.66074,0.6962,0.76896
0.97613,0.89004,0.40332
0.75567,0.71376,0.042985
0.2825,0.37883,0.02884
0.11949,0.2627,0.34949
0.12356,0.36033,1.0361
0.16062,0.54484,1.0135
0.21948,0.80845,0.9125
0.29554,1.1507,0.74493
0.35282,1.4873,0.4719
0.28091,1.4498,0.13601
0.11606,0.90982,0.0487
0.051426,0.60324,0.19934
0.053335,0.71655,0.85743
0.080081,1.0451,0.88641
0.12356,1.4701,0.70057
0.16957,1.8213,0.37318
0.13963,1.4786,0.054869
0.069619,0.79921,0.025836
0.04148,0.48963,0.17004
0.057603,0.57743,0.9036
0.10857,0.855,0.94136
0.19981,1.2299,0.77411
0.32658,1.6015,0.4641
0.33622,1.4406,0.071789
0.18028,0.77343,0.015614
0.097131,0.41807,0.070538
0.10601,0.3958,0.72888
0.20179,0.58111,0.98369
0.38467,0.85082,0.83924
0.66242,1.1473,0.53709
0.74247,1.1005,0.081909
0.39023,0.58408,0.0096826
0.18962,0.29711,0.034694
0.15695,0.23289,0.52598
0.27948,0.33401,1.0159
0.52452,0.49619,0.90373
0.9101,0.69263,0.63792
1.1423,0.75555,0.15764
0.59548,0.43376,0.012421
0.22658,0.2227,0.03942
0.1417,0.18506,0.63037
0.18994,0.27211,1.0657
0.27885,0.41191,1.0112
0.40626,0.60979,0.90191
0.54877,0.86303,0.72799
0.6059,1.1087,0.4757
0.41612,1.1546,0.22982
0.14962,0.9854,0.21291
0.059761,1.03,0.54976
0.041248,1.3715,0.71907
0.036714,1.7952,0.53226
0.030757,1.899,0.19081
0.016104,1.2291,0.035603
0.0078372,0.68696,0.070346
0.0071964,0.59797,0.59707
0.012612,0.83906,0.96167
0.023366,1.2014,0.86037
0.041224,1.6267,0.66327
0.062004,1.9096,0.35041
0.057632,1.4888,0.072348
0.035427,0.78394,0.059355
0.032256,0.51261,0.46943
0.059314,0.55499,1.0091
0.11856,0.61981,0.99751
0.23404,0.64908,0.9437
0.45126,0.61075,0.8644
0.83262,0.48091,0.72851
1.3708,0.27755,0.4537
1.4242,0.086377,0.066524
0.77361,0.015574,0.014526
0.42238,0.0035979,0.069387
0.45982,0.0018461,0.71258
0.85916,0.0017456,0.92259
1.5303,0.0018071,0.63017
1.7843,0.0014756,0.082516
0.82859,0.00065837,0.0060795
0.29015,0.00029715,0.036762
0.16444,0.00024112,0.76734
0.1899,0.00034567,1.1374
0.23956,0.00051495,1.1282
0.3099,0.00077276,1.1062
0.39512,0.0011619,1.0775
0.47212,0.0017443,1.0478
0.49146,0.0026133,1.0332
0.39754,0.0039286,1.0566
0.21811,0.0059799,1.1158
0.089947,0.0092341,1.1637
0.043962,0.01437,1.1815
0.03192,0.022421,1.1849
0.032729,0.035,1.1825
0.042709,0.054604,1.1756
0.065111,0.085035,1.1626
0.10908,0.13195,1.1393
0.19221,0.20338,1.0978
0.34377,0.30938,1.0224
0.60025,0.45789,0.88329
0.95364,0.63413,0.62245
1.0865,0.70186,0.19667
0.50499,0.45069,0.038073
0.14721,0.29042,0.21935
0.087734,0.36765,1.0023
0.078916,0.5562,1.0362
0.085233,0.83238,0.9571
0.10323,1.2079,0.82159
0.12793,1.6389,0.59369
0.1335,1.8366,0.23676
0.07767,1.252,0.036287
0.035998,0.68654,0.050708
0.027862,0.53951,0.45823
0.046104,0.74678,0.96364
0.084293,1.0899,0.87601
0.14723,1.5089,0.66838
0.21495,1.7921,0.31382
0.1723,1.3072,0.038864
0.091424,0.67414,0.02996
0.064562,0.42454,0.27047
0.10588,0.5153,0.97191
0.20695,0.7156,0.94776
0.38979,0.95803,0.78685
0.65491,1.1554,0.4922
0.72762,0.96932,0.096568
0.41933,0.43613,0.025953
0.25885,0.1797,0.16206
0.36651,0.13803,0.92499
0.69491,0.13973,0.94531
1.2471,0.14236,0.71016
1.7222,0.12374,0.22282
0.96684,0.057123,0.013026
0.33328,0.023081,0.040505
0.16581,0.016819,0.75138
0.16355,0.02222,1.1382
0.18017,0.03124,1.1377
0.21159,0.044991,1.1252
0.2582,0.065751,1.1056
0.31703,0.096799,1.0782
0.37647,0.14271,1.044
0.41065,0.20979,1.0088
0.38401,0.30704,0.98336
0.28432,0.44827,0.9741
0.16425,0.65365,0.96173
0.088398,0.94466,0.90783
0.055848,1.3264,0.78675
0.043024,1.7375,0.57488
0.03388,1.8922,0.25819
0.018906,1.3237,0.062033
0.0096533,0.72905,0.10835
0.0098947,0.60022,0.73057
0.017386,0.69435,1.0011
0.032471,0.78588,0.97508
0.061373,0.82477,0.9452
0.11665,0.76764,0.93325
0.22339,0.58627,0.94481
0.43182,0.32246,0.95554
0.82957,0.11866,0.88853
1.4869,0.037582,0.62294
1.7889,0.011144,0.086848
0.89211,0.002304,0.0050428
0.36932,0.00058479,0.018748
0.21338,0.00025965,0.44813
0.29543,0.00026802,1.0931
0.45131,0.00032542,1.0647
0.66418,0.00041713,0.98965
0.87814,0.00054783,0.89417
0.92145,0.00072459,0.83425
0.57045,0.00098528,0.9393
0.098761,0.0014336,1.1422
0.010783,0.0021747,1.1939
0.0030555,0.0033399,1.1981
0.0018688,0.0051612,1.1983
0.0018529,0.0080083,1.1977
0.0024688,0.01246,1.1966
0.0039373,0.019421,1.1946
0.0070007,0.030298,1.1914
0.013287,0.047275,1.186
0.026202,0.073706,1.1765
0.052754,0.11467,1.16
0.10709,0.17761,1.1301
0.21663,0.27265,1.0745
0.42965,0.41071,0.96747
0.80578,0.59115,0.7508
1.2378,0.72659,0.29904
0.85296,0.47523,0.011957
0.39121,0.23225,0.0086284
0.19548,0.12664,0.10586
0.23374,0.13995,0.93458
0.41786,0.21054,1.0217
0.73357,0.31121,0.87913
1.1573,0.42838,0.6004
1.2456,0.45808,0.16555
0.51644,0.2876,0.046793
0.14004,0.21435,0.4277
0.072268,0.30288,1.0774
0.0531,0.46237,1.0711
0.051221,0.69901,1.0094
0.060026,1.0339,0.90414
0.077647,1.4629,0.72831
0.097089,1.8587,0.43281
0.083626,1.668,0.08722
0.041957,0.93794,0.027649
0.023424,0.55143,0.1315
0.029391,0.59737,0.84489
0.054745,0.86712,0.95356
0.10153,1.236,0.81464
0.1735,1.6329,0.56751
0.22494,1.7117,0.18959
0.15139,1.0381,0.030288
0.086425,0.52232,0.071883
0.093003,0.41063,0.68704
0.17847,0.50277,1.0061
0.3497,0.61877,0.92153
0.65241,0.71562,0.74866
1.0619,0.70873,0.42816
1.0471,0.42175,0.064453
0.57917,0.12808,0.030016
0.38538,0.04245,0.23684
0.57852,0.030658,0.92911
1.0396,0.029438,0.84853
1.6416,0.028795,0.49667
1.4295,0.020076,0.056735
0.47439,0.0091363,0.038987
0.13458,0.0066914,0.6888
0.071735,0.0091936,1.1664
0.052268,0.013437,1.1802
0.05124,0.020024,1.1801
0.063201,0.030218,1.1749
0.091173,0.045945,1.1638
0.14508,0.070076,1.1431
0.24342,0.1067,1.1055
0.41446,0.16104,1.0379
0.68668,0.23787,0.91719
1.0346,0.33418,0.70862
1.2073,0.41388,0.40169
0.74733,0.40038,0.23125
0.20406,0.43083,0.70803
0.037261,0.62467,1.0133
0.011231,0.9255,0.95591
0.0063547,1.3311,0.82074
0.0052456,1.7877,0.5941
0.0045882,1.9855,0.24506
0.0026386,1.3505,0.041263
0.0012982,0.71976,0.061069
0.0011392,0.55422,0.55061
0.0020106,0.70929,0.99699
0.0038319,0.93662,0.94868
0.0072154,1.1876,0.85645
0.013133,1.4055,0.74686
0.022749,1.4937,0.64912
0.03806,1.3606,0.63521
0.066205,0.98979,0.77749
0.12631,0.43867,0.98886
0.25625,0.072932,1.0945
0.52402,0.0097973,1.0464
1.0348,0.002286,0.87382
1.793,0.00081649,0.45795
1.5229,0.00024276,0.013862
0.73286,6.06E-05,0.0025282
0.35084,1.85E-05,0.015235
0.2493,8.97E-06,0.36861
0.43907,9.90E-06,1.0432
0.85191,1.26E-05,0.94019
