X,Y,Z
2.995,-3.5394,0.055671
3.2081,-3.389,0.058876
3.4112,-3.2236,0.062329
3.6033,-3.0438,0.066039
3.7834,-2.8499,0.070015
3.9508,-2.6427,0.074259
4.1046,-2.4227,0.078769
4.2439,-2.1907,0.083539
4.3681,-1.9475,0.088551
4.4765,-1.694,0.09378
4.5684,-1.4309,0.099189
4.6432,-1.1592,0.10473
4.7005,-0.88,0.11033
4.7398,-0.5942,0.11591
4.7607,-0.30289,0.12138
4.7629,-0.0071757,0.12663
4.7462,0.29182,0.13151
4.7104,0.59294,0.13591
4.6556,0.89503,0.13967
4.5816,1.1969,0.14265
4.4887,1.4973,0.14471
4.3769,1.7951,0.14573
4.2467,2.089,0.14561
4.0982,2.3778,0.14429
3.932,2.6605,0.14175
3.7486,2.9357,0.13802
3.5485,3.2023,0.13315
3.3323,3.4592,0.12728
3.1008,3.7052,0.12056
2.8548,3.9394,0.1132
2.5949,4.1606,0.10539
2.3221,4.3678,0.097369
2.0374,4.5601,0.089347
1.7416,4.7366,0.081519
1.4357,4.8964,0.07405
1.1209,5.0387,0.06707
0.7981,5.1627,0.060667
0.46852,5.2678,0.05489
0.13331,5.3533,0.049754
-0.20633,5.4186,0.045243
-0.54917,5.4634,0.04132
-0.89394,5.487,0.037932
-1.2393,5.4893,0.035021
-1.584,5.4698,0.032523
-1.9267,5.4285,0.03038
-2.266,5.3653,0.028536
-2.6006,5.28,0.026943
-2.9291,5.1728,0.025562
-3.2502,5.0438,0.024356
-3.5624,4.8933,0.0233
-3.8646,4.7215,0.02237
-4.1553,4.529,0.021547
-4.4333,4.3161,0.020818
-4.6974,4.0834,0.020172
-4.9463,3.8317,0.019597
-5.1788,3.5617,0.019088
-5.394,3.2742,0.018637
-5.5906,2.9701,0.01824
-5.7677,2.6504,0.017892
-5.9244,2.3161,0.01759
-6.0597,1.9685,0.017331
-6.1729,1.6086,0.017112
-6.2633,1.2378,0.016933
-6.3302,0.85736,0.01679
-6.373,0.46865,0.016683
-6.3914,0.073111,0.016612
-6.3848,-0.3278,0.016575
-6.3531,-0.73257,0.016573
-6.2959,-1.1397,0.016605
-6.2133,-1.5475,0.016673
-6.1053,-1.9545,0.016776
-5.9719,-2.3591,0.016916
-5.8133,-2.7595,0.017095
-5.6298,-3.1543,0.017314
-5.4219,-3.5418,0.017575
-5.1901,-3.9203,0.01788
-4.935,-4.2883,0.018234
-4.6572,-4.6442,0.01864
-4.3577,-4.9864,0.019102
-4.0372,-5.3134,0.019625
-3.6968,-5.6238,0.020216
-3.3376,-5.9162,0.02088
-2.9608,-6.189,0.021628
-2.5676,-6.4411,0.022467
-2.1593,-6.6712,0.02341
-1.7375,-6.878,0.02447
-1.3035,-7.0606,0.025663
-0.8589,-7.2178,0.027007
-0.4054,-7.3488,0.028524
0.055369,-7.4527,0.030242
0.52167,-7.5287,0.032192
0.99173,-7.5763,0.034411
1.4637,-7.5948,0.036948
1.9358,-7.5838,0.039857
2.4061,-7.5431,0.043207
2.8728,-7.4724,0.047084
3.3338,-7.3716,0.051589
3.7873,-7.2408,0.056852
4.2314,-7.0801,0.063031
4.6641,-6.8898,0.070325
5.0836,-6.6702,0.078981
5.4878,-6.422,0.08931
5.875,-6.1458,0.1017
6.2432,-5.8423,0.11665
6.5906,-5.5125,0.13477
6.9154,-5.1573,0.15684
7.2157,-4.778,0.18383
7.4898,-4.3759,0.21695
7.7357,-3.9523,0.25771
7.9518,-3.5088,0.30795
8.1361,-3.0471,0.36989
8.2867,-2.569,0.44615
8.4017,-2.0766,0.53975
8.4791,-1.5718,0.65403
8.5168,-1.057,0.79247
8.5126,-0.53468,0.95835
8.4643,-0.0073566,1.1543
8.3697,0.52216,1.3814
8.227,1.0509,1.6386
8.0344,1.5758,1.9211
7.791,2.0937,2.2198
7.4967,2.6012,2.5206
7.1528,3.0951,2.8043
6.7618,3.5721,3.0479
6.3281,4.0292,3.2277
5.8579,4.4636,3.3224
5.3583,4.873,3.3176
4.8374,5.2554,3.2089
4.3032,5.6094,3.0035
3.7632,5.934,2.7191
3.2233,6.2288,2.3809
2.688,6.4934,2.0171
2.1599,6.728,1.6547
1.6401,6.9325,1.3155
1.1285,7.1071,1.0149
0.62431,7.252,0.7609
0.12634,7.3673,0.55554
-0.36652,7.4528,0.39609
-0.8551,7.5085,0.27688
-1.3399,7.5344,0.19087
-1.8208,7.5302,0.13087
-2.2974,7.4958,0.090281
-2.7688,7.4312,0.063591
-3.234,7.3363,0.046452
-3.6914,7.2112,0.035641
-4.1395,7.056,0.028882
-4.5767,6.871,0.024641
-5.0012,6.6566,0.021929
-5.4113,6.4133,0.020127
-5.8053,6.1415,0.018867
-6.1813,5.8421,0.017932
-6.5377,5.5159,0.0172
-6.873,5.1638,0.016601
-7.1854,4.7869,0.016097
-7.4735,4.3864,0.015666
-7.7359,3.9634,0.015295
-7.9711,3.5195,0.014975
-8.178,3.0561,0.014701
-8.3554,2.5747,0.01447
-8.5021,2.077,0.014277
-8.6173,1.5648,0.014122
-8.7001,1.0399,0.014002
-8.7497,0.50426,0.013917
-8.7656,-0.040256,0.013865
-8.7472,-0.59157,0.013846
-8.6942,-1.1476,0.01386
-8.6064,-1.7063,0.013907
-8.4836,-2.2653,0.013989
-8.3259,-2.8226,0.014105
-8.1335,-3.376,0.014258
-7.9067,-3.9232,0.01445
-7.646,-4.4619,0.014682
-7.3519,-4.99,0.014957
-7.0253,-5.5052,0.015279
-6.6669,-6.0055,0.015653
-6.2777,-6.4885,0.016083
-5.859,-6.9522,0.016574
-5.412,-7.3946,0.017135
-4.938,-7.8135,0.017774
-4.4387,-8.2072,0.018501
-3.9157,-8.5737,0.019329
-3.3706,-8.9112,0.020271
-2.8055,-9.218,0.021347
-2.2222,-9.4927,0.022579
-1.6229,-9.7335,0.023993
-1.0096,-9.9393,0.025623
-0.38471,-10.109,0.027511
0.24951,-10.241,0.02971
0.89068,-10.334,0.032284
1.5363,-10.389,0.035321
2.1839,-10.403,0.038927
2.831,-10.377,0.043246
3.4748,-10.309,0.048465
4.1129,-10.201,0.05483
4.7424,-10.051,0.062675
5.3609,-9.8607,0.072451
5.9654,-9.6291,0.084776
6.5534,-9.357,0.10051
7.1221,-9.0451,0.12085
7.6686,-8.6942,0.14749
8.1901,-8.3053,0.18287
8.6836,-7.8795,0.23048
9.146,-7.4183,0.29539
9.5737,-6.9232,0.38502
9.9628,-6.3961,0.51023
10.309,-5.8393,0.6869
10.606,-5.2552,0.93822
10.847,-4.6466,1.2977
11.023,-4.0173,1.8126
11.12,-3.3712,2.5476
11.122,-2.7138,3.5864
11.006,-2.0514,5.026
10.744,-1.3923,6.9575
10.304,-0.74671,9.4216
9.6557,-0.12683,12.334
8.7812,0.45322,15.401
7.6886,0.97878,18.087
6.4257,1.4367,19.734
5.0788,1.8179,19.836
3.7541,2.1192,18.33
2.5461,2.3443,15.639
1.5137,2.5013,12.434
0.67323,2.6013,9.3214
0.0098226,2.6553,6.6671
-0.50754,2.6728,4.5976
-0.91302,2.6616,3.083
-1.2369,2.6275,2.0238
-1.5028,2.5744,1.3076
-1.7279,2.5052,0.83546
-1.9243,2.4219,0.5304
-2.0996,2.3259,0.33648
-2.2588,2.2182,0.21487
-2.4048,2.0995,0.13949
-2.5394,1.9706,0.09324
-2.6633,1.8318,0.065094
-2.7768,1.6839,0.04808
-2.88,1.5272,0.037843
-2.9726,1.3625,0.031696
-3.0544,1.1901,0.028
-3.1251,1.0108,0.025766
-3.1842,0.82514,0.024404
-3.2315,0.63378,0.023563
-3.2666,0.43741,0.023038
-3.2893,0.23675,0.022707
-3.2993,0.032517,0.022502
-3.2964,-0.17452,0.022382
-3.2806,-0.38358,0.022325
-3.2516,-0.59388,0.022317
-3.2095,-0.8046,0.022351
-3.1542,-1.0149,0.022423
-3.0858,-1.224,0.022532
-3.0044,-1.431,0.022677
-2.9102,-1.6351,0.022858
-2.8033,-1.8355,0.023075
-2.684,-2.0313,0.02333
-2.5527,-2.2216,0.023624
-2.4097,-2.4058,0.023959
-2.2554,-2.5829,0.024336
-2.0904,-2.7522,0.024758
-1.915,-2.913,0.025227
-1.7298,-3.0644,0.025745
-1.5356,-3.2059,0.026316
-1.3328,-3.3366,0.026943
-1.1223,-3.456,0.02763
-0.90474,-3.5634,0.02838
-0.68087,-3.6583,0.029199
-0.45152,-3.7401,0.030091
-0.21752,-3.8085,0.031061
0.020258,-3.8628,0.032115
0.26093,-3.9028,0.03326
0.50358,-3.928,0.034502
0.74728,-3.9383,0.035849
0.99107,-3.9334,0.037308
1.234,-3.9131,0.038888
1.4751,-3.8774,0.040598
1.7133,-3.8261,0.042447
1.9478,-3.7593,0.044445
2.1775,-3.677,0.0466
2.4014,-3.5795,0.048924
2.6187,-3.4668,0.051426
2.8283,-3.3393,0.054115
3.0292,-3.1973,0.056998
3.2207,-3.0411,0.060083
3.4019,-2.8713,0.063373
3.5717,-2.6882,0.066872
3.7296,-2.4925,0.070576
3.8746,-2.2849,0.07448
4.006,-2.0659,0.078571
4.1231,-1.8363,0.08283
4.2254,-1.5969,0.08723
4.3121,-1.3486,0.091735
4.3827,-1.0921,0.096296
4.4369,-0.82853,0.10086
4.474,-0.55873,0.10535
4.4939,-0.28373,0.10969
4.4962,-0.0045526,0.11379
4.4806,0.27774,0.11754
4.4472,0.56205,0.12085
4.3958,0.84729,0.12359
4.3263,1.1323,0.12568
4.239,1.416,0.127
4.134,1.6973,0.12748
4.0115,1.9749,0.12706
3.8718,2.2479,0.12568
3.7154,2.5149,0.12336
3.5426,2.775,0.12012
3.3541,3.027,0.11602
3.1504,3.2698,0.11116
2.9321,3.5024,0.10566
2.7,3.7238,0.099666
2.4548,3.933,0.093345
2.1973,4.129,0.086859
1.9284,4.311,0.080366
1.649,4.478,0.074011
1.36,4.6292,0.067918
1.0624,4.7639,0.062183
0.75726,4.8813,0.056877
0.44566,4.9808,0.052039
0.12867,5.0619,0.047686
-0.19254,5.1238,0.043812
-0.5168,5.1663,0.040393
-0.84291,5.1888,0.037397
-1.1696,5.1911,0.034783
-1.4957,5.1728,0.032506
-1.8199,5.1339,0.030523
-2.1409,5.0742,0.028794
-2.4575,4.9937,0.027284
-2.7683,4.8925,0.025959
-3.0721,4.7706,0.024793
-3.3675,4.6284,0.023763
-3.6534,4.466,0.02285
-3.9285,4.284,0.022039
-4.1916,4.0827,0.021318
-4.4415,3.8628,0.020676
-4.677,3.6248,0.020103
-4.8971,3.3695,0.019595
-5.1008,3.0976,0.019144
-5.2869,2.8101,0.018746
-5.4545,2.5078,0.018397
-5.6029,2.1917,0.018093
-5.731,1.8629,0.017832
-5.8383,1.5226,0.017611
-5.9239,1.1719,0.01743
-5.9873,0.81203,0.017285
-6.028,0.44439,0.017176
-6.0455,0.070271,0.017103
-6.0395,-0.30894,0.017065
-6.0096,-0.69181,0.017061
-5.9557,-1.0769,0.017092
-5.8778,-1.4627,0.017158
-5.7757,-1.8477,0.01726
-5.6496,-2.2304,0.017399
-5.4998,-2.6092,0.017576
-5.3264,-2.9827,0.017793
-5.1299,-3.3493,0.018052
-4.9108,-3.7074,0.018355
-4.6696,-4.0556,0.018706
-4.407,-4.3923,0.019108
-4.1238,-4.7161,0.019565
-3.8208,-5.0256,0.020083
-3.4989,-5.3193,0.020665
-3.1593,-5.5959,0.021321
-2.8029,-5.8542,0.022055
-2.4311,-6.0928,0.022879
-2.045,-6.3106,0.023802
-1.646,-6.5064,0.024837
-1.2356,-6.6792,0.025997
-0.81515,-6.8282,0.027301
-0.38624,-6.9522,0.028767
0.049556,-7.0507,0.030419
0.4906,-7.1228,0.032286
0.9352,-7.1679,0.034401
1.3817,-7.1857,0.036804
1.8282,-7.1755,0.039543
2.2731,-7.1372,0.042677
2.7145,-7.0705,0.046275
3.1507,-6.9754,0.050424
3.5797,-6.8518,0.055227
3.9999,-6.7,0.060812
4.4093,-6.5202,0.067336
4.8062,-6.3128,0.074989
5.1888,-6.0782,0.084008
5.5553,-5.817,0.094684
5.904,-5.5301,0.10737
6.2331,-5.2183,0.12252
6.541,-4.8824,0.14066
6.8259,-4.5237,0.16245
7.0862,-4.1433,0.18869
7.3204,-3.7425,0.22035
7.5267,-3.3228,0.25856
7.7037,-2.8857,0.30466
7.8497,-2.433,0.36015
7.9631,-1.9664,0.42671
8.0425,-1.4877,0.50611
8.0863,-0.9992,0.60008
8.0929,-0.50289,0.71012
8.0609,-0.001096,0.83724
7.989,0.50379,0.9816
7.876,1.0093,1.142
7.721,1.5127,1.3155
7.5235,2.0114,1.497
7.2837,2.5027,1.6788
7.0024,2.9838,1.8509
6.6811,3.452,2.0015
6.3227,3.9048,2.1181
5.9305,4.3397,2.1891
5.5089,4.7545,2.2053
5.0629,5.1471,2.1623
4.5975,5.5161,2.0609
4.1178,5.86,1.9078
3.6282,6.1777,1.7142
3.1325,6.4684,1.4947
2.6337,6.7316,1.2649
2.1335,6.9666,1.0392
1.6332,7.173,0.8295
1.1333,7.3507,0.64396
0.63388,7.4991,0.48698
0.135,7.6181,0.3596
-0.3633,7.7072,0.26019
-0.86082,7.766,0.18542
-1.3571,7.7944,0.13111
-1.8513,7.792,0.092911
-2.3424,7.7586,0.066832
-2.8291,7.694,0.049473
-3.3099,7.5981,0.038145
-3.7832,7.471,0.030839
-4.2473,7.3129,0.026128
-4.7003,7.1239,0.023049
-5.1404,6.9044,0.020974
-5.5657,6.6549,0.019512
-5.9745,6.376,0.018427
-6.365,6.0685,0.01758
-6.7353,5.7332,0.01689
-7.0837,5.371,0.016311
-7.4088,4.9831,0.015816
-7.7087,4.5706,0.015389
-7.9822,4.1348,0.015019
-8.2278,3.6772,0.014699
-8.4441,3.1993,0.014425
-8.6299,2.7028,0.014193
-8.7842,2.1892,0.014
-8.9059,1.6605,0.013844
-8.9941,1.1185,0.013723
-9.0481,0.56516,0.013637
-9.0672,0.0025472,0.013583
-9.0509,-0.56727,0.013563
-8.9988,-1.1421,0.013575
-8.9107,-1.7199,0.01362
-8.7865,-2.2982,0.013699
-8.6261,-2.8749,0.013813
-8.4299,-3.4477,0.013963
-8.198,-4.0142,0.014151
-7.931,-4.5722,0.014379
-7.6294,-5.1194,0.014651
-7.2941,-5.6535,0.014969
-6.9258,-6.1722,0.015338
-6.5257,-6.6732,0.015763
-6.0949,-7.1545,0.01625
-5.6346,-7.6138,0.016806
-5.1465,-8.0492,0.01744
-4.6319,-8.4584,0.018162
-4.0927,-8.8397,0.018985
-3.5306,-9.1912,0.019925
-2.9475,-9.5111,0.020999
-2.3455,-9.7978,0.02223
-1.7267,-10.05,0.023647
-1.0934,-10.265,0.025284
-0.44785,-10.444,0.027185
0.20755,-10.583,0.029405
0.87033,-10.683,0.032013
1.5379,-10.742,0.035099
2.2078,-10.76,0.03878
2.8772,-10.736,0.043208
3.5436,-10.67,0.048586
4.2041,-10.561,0.055183
4.8561,-10.41,0.063366
5.4968,-10.215,0.073638
6.1233,-9.9791,0.086693
6.7328,-9.7008,0.10351
7.3225,-9.3813,0.12547
7.8894,-9.0214,0.15455
8.4305,-8.6221,0.19364
8.9426,-8.1846,0.24696
9.4224,-7.7104,0.3207
9.866,-7.2011,0.42411
10.269,-6.6588,0.57096
10.626,-6.0856,0.7818
10.931,-5.4844,1.0871
11.174,-4.8582,1.5318
11.344,-4.2111,2.1803
11.424,-3.5477,3.1215
11.391,-2.8743,4.4701
11.217,-2.1987,6.3559
10.863,-1.5308,8.8876
10.29,-0.88319,12.075
9.4622,-0.27115,15.708
8.3699,0.28841,19.251
7.0463,0.77896,21.88
5.5794,1.1875,22.784
4.096,1.5077,21.62
2.7234,1.7414,18.749
1.5494,1.8976,15.004
0.60633,1.9889,11.233
-0.11909,2.0288,7.9815
-0.66418,2.0294,5.4518
-1.0719,2.0001,3.6173
-1.3804,1.948,2.35
-1.6194,1.8781,1.5042
-1.8103,1.7938,0.95354
-1.9677,1.6976,0.60155
-2.1009,1.591,0.37973
-2.216,1.4753,0.24152
-2.3168,1.3514,0.15619
-2.4053,1.22,0.10391
-2.4829,1.0816,0.072082
-2.55,0.937,0.052801
-2.6069,0.78664,0.041165
-2.6537,0.63113,0.034161
-2.6903,0.47103,0.029951
-2.7166,0.30692,0.027422
-2.7323,0.13943,0.025905
-2.7375,-0.030845,0.025
-2.7318,-0.20325,0.024468
-2.7154,-0.37715,0.024169
-2.688,-0.55186,0.024019
-2.6497,-0.72671,0.02397
-2.6005,-0.90102,0.023993
-2.5404,-1.0741,0.024071
-2.4695,-1.2452,0.024195
-2.3881,-1.4138,0.024361
-2.2962,-1.5789,0.024565
-2.1941,-1.7401,0.024806
-2.0822,-1.8966,0.025086
-1.9606,-2.0477,0.025403
-1.8297,-2.1928,0.02576
-1.6901,-2.3312,0.026157
-1.542,-2.4623,0.026596
-1.386,-2.5856,0.02708
-1.2225,-2.7003,0.02761
-1.0523,-2.8059,0.028188
-0.87569,-2.902,0.028818
-0.69347,-2.9881,0.029501
-0.50623,-3.0635,0.030241
-0.31465,-3.1281,0.03104
-0.11944,-3.1813,0.031903
0.078694,-3.2227,0.032832
0.27899,-3.2522,0.033832
0.4807,-3.2694,0.034906
0.68303,-3.2741,0.036058
0.88519,-3.2662,0.037292
1.0864,-3.2454,0.038613
1.2858,-3.2118,0.040023
1.4827,-3.1654,0.041528
1.6761,-3.106,0.04313
1.8654,-3.0339,0.044832
2.0496,-2.9491,0.046638
2.2281,-2.8518,0.048549
2.3999,-2.7423,0.050565
2.5645,-2.6208,0.052687
2.7209,-2.4877,0.054911
2.8686,-2.3433,0.057234
3.0067,-2.1881,0.059649
3.1347,-2.0226,0.062147
3.2518,-1.8473,0.064714
3.3576,-1.6628,0.067335
3.4514,-1.4696,0.06999
3.5327,-1.2685,0.072654
3.6011,-1.0602,0.075298
3.6561,-0.8453,0.077888
3.6973,-0.6247,0.080387
3.7244,-0.39917,0.082752
3.7371,-0.16953,0.08494
3.7353,0.063358,0.086901
3.7187,0.2986,0.088589
3.6872,0.53531,0.089954
3.6409,0.77257,0.090952
3.5797,1.0094,0.091543
3.5037,1.245,0.091692
3.4131,1.4783,0.091376
3.308,1.7084,0.090581
3.1887,1.9343,0.089307
3.0555,2.1551,0.087565
2.9088,2.3699,0.085384
2.7491,2.5779,0.082801
2.5768,2.7779,0.07987
2.3924,2.9693,0.076649
2.1965,3.1512,0.073208
1.9898,3.3227,0.069617
1.773,3.483,0.065947
1.5467,3.6315,0.062267
1.3118,3.7673,0.058639
1.069,3.8898,0.055116
0.81914,3.9983,0.051742
0.56318,4.0923,0.048552
0.30199,4.1712,0.045567
0.036512,4.2346,0.042802
-0.23227,4.2819,0.04026
-0.50336,4.3129,0.03794
-0.77575,4.3272,0.035832
-1.0484,4.3245,0.033925
-1.3202,4.3047,0.032204
-1.5902,4.2675,0.030655
-1.8572,4.213,0.02926
-2.1202,4.1412,0.028005
-2.3781,4.052,0.026876
-2.6299,3.9457,0.02586
-2.8744,3.8225,0.024944
-3.1107,3.6825,0.024119
-3.3377,3.5263,0.023376
-3.5543,3.3541,0.022707
-3.7597,3.1664,0.022105
-3.9529,2.9638,0.021565
-4.133,2.747,0.021081
-4.299,2.5165,0.02065
-4.4502,2.2731,0.020268
-4.5859,2.0176,0.019932
-4.7051,1.7509,0.019639
-4.8074,1.4739,0.019387
-4.8921,1.1874,0.019174
-4.9585,0.8926,0.018999
-5.0064,0.59047,0.01886
-5.0351,0.28211,0.018757
-5.0444,-0.031344,0.018689
-5.034,-0.34872,0.018656
-5.0036,-0.66883,0.018657
-4.9532,-0.99044,0.018693
-4.8827,-1.3123,0.018764
-4.792,-1.6332,0.018871
-4.6815,-1.9518,0.019014
-4.5511,-2.2668,0.019196
-4.4011,-2.577,0.019417
-4.232,-2.8811,0.019679
-4.0441,-3.1778,0.019985
-3.8379,-3.4659,0.020337
-3.6141,-3.7441,0.020738
-3.3732,-4.0111,0.021192
-3.116,-4.2659,0.021703
-2.8434,-4.5073,0.022275
-2.5561,-4.7341,0.022915
-2.2552,-4.9452,0.023627
-1.9416,-5.1397,0.02442
-1.6164,-5.3166,0.025302
-1.2808,-5.4749,0.026281
-0.93602,-5.6138,0.02737
-0.58319,-5.7325,0.028579
-0.22365,-5.8303,0.029925
0.14127,-5.9066,0.031423
0.51018,-5.9607,0.033093
0.88167,-5.9923,0.034957
1.2543,-6.0008,0.037042
1.6267,-5.986,0.039377
1.9972,-5.9477,0.041997
2.3645,-5.8857,0.044944
2.7269,-5.7999,0.048265
3.0831,-5.6905,0.052016
3.4314,-5.5575,0.05626
3.7705,-5.4012,0.061073
4.0987,-5.222,0.066543
4.4148,-5.0202,0.07277
4.7171,-4.7964,0.07987
5.0043,-4.5513,0.087977
5.275,-4.2855,0.097241
5.5278,-3.9998,0.10783
5.7615,-3.6953,0.11995
5.9749,-3.3729,0.13378
6.1666,-3.0336,0.14957
6.3356,-2.6787,0.16752
6.4808,-2.3094,0.18789
6.6011,-1.9271,0.21086
6.6957,-1.5333,0.23661
6.7637,-1.1293,0.26525
6.8042,-0.71681,0.29678
6.8167,-0.29744,0.33106
6.8006,0.12713,0.36778
6.7555,0.55513,0.40639
6.6811,0.9848,0.44605
6.5774,1.4143,0.48567
6.4445,1.8418,0.52384
6.2826,2.2654,0.55891
6.0924,2.6833,0.58905
5.8746,3.0936,0.61237
5.6303,3.4946,0.62709
5.3606,3.8845,0.63175
5.0669,4.2616,0.62535
4.7508,4.6242,0.60757
4.414,4.9709,0.57883
4.0582,5.3002,0.54031
3.685,5.6108,0.49388
3.2961,5.9013,0.44191
2.893,6.1705,0.38706
2.4772,6.4174,0.33196
2.05,6.6409,0.279
1.6129,6.84,0.23011
1.1669,7.0139,0.18664
0.71343,7.1616,0.14933
0.25365,7.2826,0.11836
-0.2111,7.3759,0.093428
-0.67944,7.4411,0.07393
-1.1499,7.4776,0.059063
-1.621,7.485,0.047969
-2.091,7.4628,0.039824
-2.5583,7.4109,0.033903
-3.0211,7.3291,0.029605
-3.4777,7.2173,0.026463
-3.9262,7.0756,0.024127
-4.3648,6.9043,0.022348
-4.7917,6.7035,0.020954
-5.2051,6.4738,0.019829
-5.6033,6.2157,0.018898
-5.9843,5.9298,0.018111
-6.3467,5.6169,0.017435
-6.6886,5.2779,0.016849
-7.0086,4.9138,0.016337
-7.305,4.5257,0.015891
-7.5765,4.1148,0.015501
-7.8216,3.6825,0.015163
-8.039,3.2302,0.014871
-8.2276,2.7594,0.014622
-8.3862,2.2718,0.014413
-8.5139,1.7689,0.014242
-8.6097,1.2527,0.014107
-8.6729,0.72498,0.014007
-8.7027,0.18765,0.013941
-8.6988,-0.35729,0.013908
-8.6606,-0.90779,0.013908
-8.5879,-1.4618,0.013941
-8.4805,-2.0171,0.014008
-8.3385,-2.5716,0.01411
-8.1618,-3.123,0.014248
-7.9509,-3.6693,0.014423
-7.706,-4.2081,0.014637
-7.4278,-4.7372,0.014894
-7.1169,-5.2546,0.015196
-6.774,-5.7579,0.015548
-6.4002,-6.245,0.015953
-5.9966,-6.7138,0.016418
-5.5643,-7.1622,0.016949
-5.1046,-7.5883,0.017554
-4.6191,-7.99,0.018242
-4.1093,-8.3655,0.019025
-3.577,-8.713,0.019916
-3.0239,-9.0307,0.020932
-2.4519,-9.3171,0.022093
-1.8632,-9.5705,0.023424
-1.2597,-9.7897,0.024954
-0.64365,-9.9733,0.026722
-0.017392,-10.12,0.028774
0.61676,-10.229,0.031171
1.2564,-10.299,0.033985
1.899,-10.33,0.037316
2.5422,-10.321,0.041286
3.1832,-10.272,0.046059
3.8196,-10.181,0.05185
4.4487,-10.05,0.058947
5.0678,-9.8774,0.067734
5.6743,-9.6644,0.078739
6.2655,-9.411,0.092685
6.8387,-9.1177,0.11058
7.3911,-8.7854,0.13384
7.9198,-8.4149,0.16447
8.4221,-8.0072,0.20534
8.8948,-7.5637,0.2606
9.3347,-7.0859,0.33627
9.7382,-6.5755,0.44111
10.101,-6.0345,0.58794
10.418,-5.4653,0.79539
10.684,-4.8705,1.0904
10.889,-4.2534,1.5115
11.024,-3.6176,2.1118
11.074,-2.9678,2.9619
11.021,-2.3098,4.1487
10.839,-1.6507,5.7644
10.5,-0.99933,7.8778
9.9742,-0.36664,10.479
9.2356,0.23453,13.403
8.2775,0.79008,16.261
7.1242,1.2862,18.47
5.8391,1.7116,19.436
4.5163,2.0598,18.843
3.256,2.3306,16.841
2.1361,2.5296,13.964
1.1957,2.6661,10.851
0.43712,2.7507,7.9956
-0.16171,2.7938,5.6475
-0.63257,2.8038,3.86
-1.0072,2.7874,2.5723
-1.3123,2.7495,1.6813
-1.5681,2.6935,1.0833
-1.7892,2.6219,0.69112
-1.9855,2.5363,0.43882
-2.1633,2.4378,0.27902
-2.3265,2.3274,0.17915
-2.4775,2.2057,0.11745
-2.6175,2.0733,0.079702
-2.747,1.9308,0.056801
-2.8662,1.7786,0.042992
-2.9749,1.6174,0.034697
-3.0729,1.4476,0.029717
-3.1597,1.2699,0.026717
-3.2351,1.0848,0.024895
-3.2986,0.893,0.023774
-3.3499,0.69518,0.023072
-3.3886,0.49202,0.022626
-3.4145,0.28427,0.022339
-3.4272,0.072678,0.022158
-3.4266,-0.14197,0.02205
-3.4126,-0.35887,0.021997
-3.3849,-0.57719,0.02199
-3.3435,-0.79611,0.022023
-3.2885,-1.0148,0.022093
-3.2198,-1.2323,0.022199
-3.1376,-1.4478,0.022341
-3.0421,-1.6605,0.022518
-2.9333,-1.8694,0.022733
-2.8117,-2.0737,0.022985
-2.6774,-2.2725,0.023277
-2.531,-2.4651,0.02361
-2.3727,-2.6504,0.023985
-2.2031,-2.8279,0.024406
-2.0227,-2.9965,0.024874
-1.8321,-3.1556,0.025393
-1.6319,-3.3044,0.025966
-1.4228,-3.4423,0.026595
-1.2054,-3.5684,0.027286
-0.98062,-3.6823,0.028042
-0.74911,-3.7832,0.028869
-0.51176,-3.8707,0.02977
-0.26942,-3.9442,0.030753
-0.022995,-4.0032,0.031823
0.2266,-4.0474,0.032987
0.47843,-4.0764,0.034254
0.73151,-4.0898,0.03563
0.98486,-4.0875,0.037125
1.2375,-4.0693,0.038748
1.4884,-4.035,0.04051
1.7365,-3.9845,0.042421
1.9809,-3.918,0.044493
2.2205,-3.8353,0.046737
2.4543,-3.7368,0.049164
2.6813,-3.6225,0.051789
2.9005,-3.4927,0.054621
3.111,-3.3477,0.057672
3.3117,-3.188,0.060953
3.5018,-3.014,0.064472
3.6804,-2.8262,0.068233
3.8466,-2.6252,0.07224
3.9996,-2.4116,0.076489
4.1386,-2.1861,0.080972
4.2629,-1.9494,0.085673
4.3718,-1.7025,0.090567
4.4646,-1.4461,0.095618
4.5409,-1.1811,0.10078
4.6,-0.90852,0.10599
4.6415,-0.62934,0.11118
4.6651,-0.34457,0.11625
4.6704,-0.055295,0.12111
4.6573,0.23739,0.12563
4.6255,0.53236,0.1297
4.575,0.82847,0.13319
4.5058,1.1246,0.13595
4.418,1.4195,0.13788
4.3117,1.712,0.13885
4.1872,2.0009,0.13878
4.0449,2.2851,0.13762
3.885,2.5634,0.13534
3.7081,2.8346,0.13196
3.5148,3.0976,0.12754
3.3056,3.3513,0.12219
3.0813,3.5945,0.11604
2.8424,3.8263,0.10928
2.59,4.0455,0.10209
2.3246,4.2512,0.094665
2.0473,4.4424,0.087209
1.759,4.6183,0.079899
1.4607,4.7779,0.072887
1.1533,4.9205,0.066298
0.83789,5.0453,0.060217
0.51563,5.1517,0.054697
0.18764,5.2389,0.049757
-0.14493,5.3064,0.04539
-0.48084,5.3538,0.041567
-0.81887,5.3806,0.038245
-1.1577,5.3864,0.035372
-1.4962,5.371,0.032894
-1.8328,5.3342,0.030757
-2.1664,5.2758,0.02891
-2.4956,5.1959,0.027309
-2.819,5.0944,0.025916
