X,Y,Z
-4.872,7.112,0.021642
-5.311,6.8816,0.02009
-5.7345,6.6212,0.018923
-6.1409,6.3313,0.018003
-6.5281,6.0129,0.017251
-6.8946,5.6667,0.016619
-7.2386,5.2938,0.016078
-7.5584,4.8953,0.01561
-7.8526,4.4725,0.015203
-8.1196,4.0266,0.014851
-8.3581,3.5592,0.014546
-8.5667,3.0719,0.014286
-8.7443,2.5663,0.014067
-8.8898,2.0441,0.013886
-9.0022,1.5072,0.013741
-9.0805,0.95747,0.013631
-9.1242,0.397,0.013555
-9.1326,-0.1722,0.013512
-9.1052,-0.74799,0.013502
-9.0417,-1.3282,0.013524
-8.9418,-1.9106,0.01358
-8.8055,-2.4929,0.013669
-8.6329,-3.0729,0.013794
-8.4242,-3.6482,0.013955
-8.1797,-4.2165,0.014155
-7.9,-4.7756,0.014396
-7.5858,-5.323,0.014681
-7.2377,-5.8565,0.015015
-6.8568,-6.3738,0.0154
-6.4441,-6.8727,0.015843
-6.0009,-7.3509,0.01635
-5.5286,-7.8065,0.01693
-5.0285,-8.2371,0.01759
-4.5024,-8.641,0.018342
-3.9519,-9.0161,0.0192
-3.379,-9.3606,0.02018
-2.7856,-9.6728,0.021302
-2.1738,-9.951,0.02259
-1.5457,-10.194,0.024074
-0.90371,-10.4,0.025793
-0.25011,-10.567,0.027793
0.41265,-10.696,0.030135
1.0821,-10.784,0.032894
1.7556,-10.831,0.03617
2.4305,-10.836,0.040091
3.1042,-10.799,0.044828
3.7739,-10.719,0.050604
4.437,-10.596,0.057725
5.0906,-10.431,0.066604
5.7319,-10.222,0.077812
6.3581,-9.9709,0.092143
6.9662,-9.6778,0.11072
7.5535,-9.3434,0.13515
8.1169,-8.9686,0.16774
8.6533,-8.5545,0.21187
9.1594,-8.1023,0.27251
9.6317,-7.6137,0.35705
10.066,-7.0903,0.47652
10.458,-6.5343,0.64743
10.801,-5.9481,0.89453
11.088,-5.3346,1.2546
11.309,-4.6974,1.7816
11.449,-4.0406,2.5523
11.49,-3.3696,3.6713
11.405,-2.6914,5.2683
11.159,-2.0146,7.4791
10.713,-1.3508,10.39
10.023,-0.71383,13.936
9.0618,-0.12046,17.758
7.8355,0.41167,21.139
6.4036,0.86665,23.157
4.8803,1.2338,23.117
3.4044,1.5105,20.995
2.0942,1.7025,17.463
1.0137,1.8214,13.471
0.17104,1.8811,9.7818
-0.46334,1.8952,6.783
-0.93344,1.8748,4.546
-1.2826,1.8285,2.9727
-1.5462,1.7624,1.9103
-1.7505,1.6809,1.2133
-1.914,1.5867,0.7654
-2.0485,1.4821,0.48204
-2.1621,1.3684,0.30492
-2.2594,1.2466,0.19526
-2.3434,1.1176,0.1279
-2.4158,0.98199,0.086779
-2.4775,0.8405,0.061812
-2.5289,0.69366,0.046713
-2.5703,0.54204,0.037609
-2.6016,0.38622,0.032131
-2.6228,0.22678,0.028842
-2.6338,0.064318,0.02687
-2.6345,-0.10057,0.025697
-2.6247,-0.26725,0.025008
-2.6045,-0.43509,0.024619
-2.5737,-0.60345,0.024419
-2.5324,-0.77167,0.024344
-2.4806,-0.93909,0.024356
-2.4183,-1.105,0.024432
-2.3458,-1.2688,0.024558
-2.2631,-1.4298,0.02473
-2.1705,-1.5873,0.024941
-2.0682,-1.7407,0.025191
-1.9564,-1.8893,0.025479
-1.8356,-2.0324,0.025805
-1.706,-2.1695,0.026171
-1.568,-2.2999,0.026577
-1.4222,-2.423,0.027025
-1.2689,-2.5383,0.027517
-1.1087,-2.6451,0.028054
-0.9421,-2.743,0.02864
-0.76972,-2.8315,0.029275
-0.59216,-2.9102,0.029964
-0.41004,-2.9785,0.030708
-0.22402,-3.036,0.03151
-0.034791,-3.0825,0.032374
0.15694,-3.1177,0.033302
0.35046,-3.1411,0.034299
0.54501,-3.1526,0.035366
0.73985,-3.152,0.036509
0.93421,-3.1392,0.037729
1.1273,-3.1141,0.039031
1.3184,-3.0765,0.040418
1.5066,-3.0265,0.041893
1.6913,-2.9642,0.043458
1.8716,-2.8896,0.045115
2.0467,-2.8028,0.046866
2.216,-2.7042,0.048711
2.3786,-2.5938,0.050649
2.5338,-2.4721,0.052679
2.681,-2.3393,0.054796
2.8194,-2.1959,0.056996
2.9484,-2.0422,0.059269
3.0673,-1.8788,0.061604
3.1756,-1.7062,0.063989
3.2727,-1.525,0.066406
3.3581,-1.3357,0.068833
3.4313,-1.139,0.071247
3.4918,-0.93565,0.073619
3.5392,-0.72633,0.075917
3.5733,-0.5118,0.078105
3.5937,-0.29285,0.080145
3.6002,-0.070278,0.081995
3.5926,0.15507,0.083615
3.5707,0.38233,0.084962
3.5345,0.61064,0.085997
3.484,0.83911,0.086682
3.4192,1.0668,0.086987
3.3402,1.2929,0.086887
3.2472,1.5165,0.086366
3.1403,1.7365,0.085418
3.0199,1.9522,0.08405
2.8863,2.1627,0.082279
2.7398,2.3669,0.080133
2.5809,2.5642,0.077651
2.41,2.7536,0.074882
2.2278,2.9343,0.071882
2.0347,3.1054,0.068709
1.8315,3.2663,0.065426
1.6188,3.4161,0.062093
1.3972,3.5541,0.058767
1.1676,3.6797,0.055499
0.9308,3.7922,0.052334
0.68753,3.891,0.049307
0.43871,3.9756,0.046444
0.18521,4.0455,0.043762
-0.072034,4.1001,0.041273
-0.33207,4.1392,0.038978
-0.59393,4.1624,0.036876
-0.85663,4.1694,0.034958
-1.1191,4.16,0.033216
-1.3805,4.1339,0.031637
-1.6396,4.0912,0.030207
-1.8954,4.0317,0.028915
-2.1469,3.9555,0.027747
-2.3931,3.8627,0.026692
-2.6329,3.7534,0.025738
-2.8653,3.628,0.024877
-3.0894,3.4865,0.024099
-3.3041,3.3295,0.023396
-3.5085,3.1573,0.022762
-3.7016,2.9704,0.022192
-3.8826,2.7694,0.021679
-4.0505,2.5549,0.021221
-4.2047,2.3276,0.020812
-4.3442,2.0881,0.020451
-4.4684,1.8373,0.020134
-4.5766,1.576,0.019858
-4.6682,1.3052,0.019623
-4.7425,1.0257,0.019425
-4.7991,0.73857,0.019265
-4.8376,0.44481,0.019141
-4.8575,0.1455,0.019052
-4.8586,-0.15824,0.018997
-4.8405,-0.4653,0.018978
-4.8032,-0.77449,0.018992
-4.7466,-1.0846,0.019042
-4.6706,-1.3945,0.019126
-4.5752,-1.7029,0.019247
-4.4607,-2.0087,0.019405
-4.3271,-2.3104,0.019601
-4.1749,-2.607,0.019837
-4.0044,-2.8972,0.020115
-3.8159,-3.1798,0.020437
-3.6101,-3.4536,0.020805
-3.3875,-3.7173,0.021224
-3.1487,-3.9698,0.021696
-2.8946,-4.2101,0.022226
-2.6259,-4.4369,0.022818
-2.3435,-4.6493,0.023478
-2.0484,-4.8462,0.024212
-1.7414,-5.0266,0.025028
-1.4238,-5.1897,0.025933
-1.0966,-5.3345,0.026936
-0.761,-5.4604,0.028049
-0.41818,-5.5665,0.029284
-0.069437,-5.6521,0.030655
0.28394,-5.7168,0.032178
0.6406,-5.76,0.033872
0.99919,-5.7812,0.035759
1.3583,-5.7801,0.037863
1.7165,-5.7564,0.040214
2.0724,-5.71,0.042844
2.4245,-5.6407,0.045791
2.7714,-5.5486,0.049101
3.1117,-5.4337,0.052824
3.4438,-5.2962,0.057018
3.7663,-5.1363,0.061752
4.0779,-4.9545,0.067103
4.3771,-4.7512,0.073159
4.6626,-4.5269,0.080019
4.9329,-4.2823,0.087797
5.1869,-4.0181,0.096617
5.4232,-3.7352,0.10662
5.6406,-3.4344,0.11794
5.8379,-3.1168,0.13075
6.014,-2.7834,0.1452
6.1679,-2.4354,0.16145
6.2986,-2.0741,0.17964
6.4051,-1.7007,0.19987
6.4866,-1.3167,0.22221
6.5423,-0.92354,0.24664
6.5717,-0.52273,0.27307
6.5741,-0.11585,0.30124
6.5491,0.29546,0.33078
6.4965,0.70953,0.36111
6.416,1.1247,0.39144
6.3077,1.5391,0.42081
6.1718,1.9511,0.44805
6.0087,2.3589,0.47188
5.8189,2.7607,0.49094
5.6032,3.1549,0.50392
5.3626,3.5397,0.5097
5.0981,3.9134,0.50742
4.811,4.2746,0.49669
4.5027,4.6216,0.47758
4.1747,4.9529,0.45072
3.8283,5.2672,0.41728
3.465,5.5632,0.37881
3.0864,5.8395,0.33718
2.6938,6.0951,0.29433
2.2885,6.3289,0.25215
1.8719,6.5397,0.21223
1.4452,6.7267,0.17584
1.0097,6.8889,0.14379
0.56675,7.0255,0.11647
0.1176,7.1358,0.093872
-0.33636,7.2191,0.075702
-0.79368,7.2748,0.061453
-1.2528,7.3024,0.050518
-1.7122,7.3014,0.042268
-2.1703,7.2716,0.036113
-2.6252,7.2126,0.031542
-3.0753,7.1245,0.028134
-3.5189,7.0071,0.025564
-3.954,6.8606,0.02359
-4.3791,6.6853,0.022037
-4.7922,6.4813,0.020785
-5.1916,6.2492,0.01975
-5.5756,5.9895,0.018877
-5.9426,5.7029,0.01813
-6.2907,5.3902,0.017483
-6.6185,5.0523,0.016919
-6.9245,4.6902,0.016426
-7.207,4.305,0.015994
-7.4648,3.898,0.015618
-7.6965,3.4704,0.015291
-7.9008,3.0237,0.01501
-8.0767,2.5594,0.014771
-8.2231,2.0791,0.014571
-8.3389,1.5844,0.014409
-8.4235,1.0772,0.014283
-8.476,0.55934,0.014192
-8.4959,0.03261,0.014134
-8.4826,-0.50098,0.01411
-8.4358,-1.0394,0.014119
-8.3553,-1.5807,0.014161
-8.2409,-2.1226,0.014238
-8.0926,-2.6632,0.01435
-7.9107,-3.2002,0.014498
-7.6954,-3.7314,0.014684
-7.4472,-4.2549,0.01491
-7.1665,-4.7683,0.01518
-6.8542,-5.2695,0.015496
-6.5109,-5.7564,0.015863
-6.1377,-6.227,0.016284
-5.7357,-6.6792,0.016767
-5.3061,-7.1108,0.017317
-4.8502,-7.5201,0.017943
-4.3695,-7.9051,0.018655
-3.8655,-8.2641,0.019464
-3.3401,-8.5951,0.020384
-2.7949,-8.8967,0.021432
-2.2318,-9.1672,0.022629
-1.6529,-9.4052,0.024
-1.0602,-9.6094,0.025576
-0.45595,-9.7785,0.027395
0.15767,-9.9115,0.029506
0.77833,-10.007,0.031967
1.4037,-10.065,0.034856
2.0312,-10.084,0.03827
2.6586,-10.064,0.042335
3.2832,-10.005,0.047215
3.9025,-9.905,0.053126
4.514,-9.7654,0.060353
5.1151,-9.586,0.069281
5.7031,-9.3668,0.080429
6.2754,-9.1085,0.09451
6.8294,-8.8114,0.11251
7.3624,-8.4764,0.13579
7.8717,-8.1043,0.16629
8.3544,-7.6964,0.20675
8.8077,-7.2538,0.26107
9.2283,-6.7782,0.33487
9.6128,-6.2712,0.43624
9.9573,-5.7348,0.57683
10.257,-5.1714,0.77335
10.506,-4.5836,1.0496
10.698,-3.9744,1.4389
10.821,-3.3476,1.9867
10.865,-2.7074,2.7521
10.812,-2.0593,3.8061
10.642,-1.4099,5.2233
10.331,-0.76712,7.0583
9.8518,-0.14086,9.3047
9.1846,0.45751,11.836
8.3213,1.0154,14.355
7.2788,1.5205,16.406
6.1055,1.962,17.493
4.8769,2.3331,17.297
3.6789,2.6322,15.846
2.5846,2.8625,13.506
1.6379,3.0313,10.796
0.85107,3.1476,8.1731
0.212,3.2205,5.9182
-0.30376,3.258,4.1353
-0.7237,3.2666,2.8088
-1.0726,3.2512,1.8655
-1.3704,3.2153,1.2175
-1.6318,3.1614,0.78425
-1.8671,3.0913,0.50092
-2.0831,3.0061,0.31907
-2.2842,2.9067,0.20422
-2.473,2.7938,0.13269
-2.6507,2.6679,0.0887
-2.8179,2.5296,0.061923
-2.9748,2.3794,0.04576
-3.1212,2.2177,0.036056
-3.2567,2.0452,0.030239
-3.3808,1.8623,0.026739
-3.493,1.6696,0.024612
-3.5927,1.4678,0.023295
-3.6795,1.2577,0.022458
-3.7529,1.0398,0.021909
-3.8125,0.81498,0.021538
-3.8578,0.58404,0.021281
-3.8884,0.34779,0.021102
-3.9042,0.10709,0.020982
-3.9048,-0.13716,0.020909
-3.89,-0.38406,0.020876
-3.8598,-0.63265,0.020881
-3.8139,-0.882,0.020922
-3.7525,-1.1311,0.020999
-3.6756,-1.379,0.02111
-3.5833,-1.6248,0.021258
-3.4756,-1.8673,0.021442
-3.353,-2.1057,0.021664
-3.2156,-2.3389,0.021926
-3.0639,-2.566,0.022228
-2.8982,-2.7859,0.022574
-2.719,-2.9978,0.022966
-2.5269,-3.2007,0.023405
-2.3224,-3.3936,0.023896
-2.1062,-3.5758,0.024442
-1.879,-3.7463,0.025046
-1.6416,-3.9044,0.025714
-1.3947,-4.0492,0.026449
-1.1393,-4.1801,0.027258
-0.87611,-4.2963,0.028146
-0.60623,-4.3972,0.029121
-0.33059,-4.4823,0.030191
-0.050196,-4.5509,0.031363
0.2339,-4.6026,0.032648
0.52061,-4.637,0.034056
0.80886,-4.6538,0.0356
1.0975,-4.6527,0.037291
1.3854,-4.6334,0.039146
1.6714,-4.5958,0.04118
1.9544,-4.5398,0.04341
2.2332,-4.4655,0.045856
2.5066,-4.3728,0.048539
2.7735,-4.262,0.051482
3.0328,-4.1332,0.054707
3.2832,-3.9868,0.058242
3.5237,-3.8231,0.062112
3.7533,-3.6425,0.066345
3.9707,-3.4456,0.070966
4.1751,-3.233,0.076002
4.3654,-3.0052,0.081475
4.5407,-2.7631,0.087403
4.7,-2.5073,0.093798
4.8425,-2.2389,0.10066
4.9675,-1.9586,0.10799
5.0741,-1.6675,0.11575
5.1618,-1.3667,0.12391
5.2298,-1.0571,0.13238
5.2777,-0.73995,0.14108
5.3051,-0.41644,0.14988
5.3115,-0.087781,0.15863
5.2967,0.24477,0.16712
5.2605,0.57992,0.17513
5.2029,0.91636,0.18243
5.1238,1.2527,0.18873
5.0233,1.5877,0.19378
4.9017,1.92,0.1973
4.7593,2.2481,0.19907
4.5965,2.5708,0.19889
4.4138,2.8867,0.19666
4.2119,3.1945,0.19233
3.9912,3.4928,0.18597
3.7527,3.7806,0.17773
3.4972,4.0564,0.16785
3.2254,4.3191,0.15667
2.9384,4.5675,0.14455
2.6371,4.8006,0.13192
2.3226,5.0173,0.11918
1.9958,5.2165,0.10672
1.6578,5.3973,0.09485
1.3099,5.5589,0.083839
0.95314,5.7003,0.073858
0.58875,5.8208,0.065002
0.21801,5.9198,0.057293
-0.1578,5.9965,0.050691
-0.53734,6.0504,0.045114
-0.91921,6.081,0.040452
-1.302,6.088,0.036581
-1.6843,6.071,0.033376
-2.0646,6.0299,0.030721
-2.4415,5.9643,0.028514
-2.8134,5.8744,0.026667
-3.1788,5.7602,0.025107
-3.5362,5.6218,0.023778
-3.8842,5.4595,0.022636
-4.2213,5.2735,0.021646
-4.546,5.0644,0.020781
-4.8569,4.8327,0.020022
-5.1525,4.5789,0.019353
-5.4316,4.3039,0.018763
-5.6929,4.0084,0.018241
-5.9351,3.6933,0.017781
-6.1569,3.3597,0.017377
-6.3574,3.0086,0.017024
-6.5354,2.6411,0.016717
-6.6899,2.2585,0.016454
-6.8201,1.8621,0.016232
-6.9251,1.4533,0.016049
-7.0043,1.0336,0.015903
-7.0568,0.60441,0.015793
-7.0823,0.16734,0.015718
-7.0803,-0.27599,0.015678
-7.0505,-0.72391,0.015671
-6.9925,-1.1747,0.0157
-6.9063,-1.6267,0.015762
-6.7919,-2.0781,0.015861
-6.6493,-2.5271,0.015996
-6.4788,-2.972,0.016168
-6.2807,-3.4108,0.016381
-6.0554,-3.8419,0.016636
-5.8035,-4.2635,0.016936
-5.5255,-4.6737,0.017284
-5.2224,-5.0708,0.017684
-4.8948,-5.4531,0.01814
-4.544,-5.8188,0.01866
-4.1708,-6.1665,0.019247
-3.7765,-6.4943,0.019912
-3.3625,-6.801,0.020662
-2.93,-7.0848,0.021507
-2.4805,-7.3445,0.022462
-2.0157,-7.5787,0.023541
-1.537,-7.7862,0.024761
-1.0464,-7.9659,0.026145
-0.54546,-8.1166,0.027718
-0.036121,-8.2375,0.029511
0.47972,-8.3276,0.031564
1.0001,-8.3863,0.033923
1.523,-8.4129,0.036646
2.0464,-8.407,0.039804
2.5683,-8.3681,0.043487
3.0864,-8.296,0.047805
3.5987,-8.1906,0.0529
4.1031,-8.0518,0.058952
4.5974,-7.8799,0.066187
5.0794,-7.6751,0.0749
5.5471,-7.4379,0.08547
5.9982,-7.1688,0.09839
6.4307,-6.8684,0.1143
6.8423,-6.5378,0.13405
7.231,-6.1777,0.15873
7.5946,-5.7895,0.18981
7.931,-5.3743,0.22919
8.2378,-4.9337,0.27939
8.5128,-4.4691,0.34369
8.7536,-3.9825,0.42635
8.9574,-3.4757,0.53284
9.1215,-2.951,0.67006
9.2425,-2.4106,0.84648
9.3169,-1.8572,1.0722
9.3405,-1.2937,1.3586
9.3086,-0.72327,1.7174
9.2161,-0.14952,2.1591
9.0573,0.42363,2.69
8.827,0.99185,3.3081
8.5205,1.5504,3.9983
8.135,2.0944,4.7272
7.6707,2.6185,5.4412
7.1319,3.1177,6.0688
6.5282,3.5872,6.5306
5.8741,4.0231,6.756
5.1883,4.4222,6.7021
4.4906,4.7828,6.3668
3.8003,5.1041,5.7913
3.1324,5.3867,5.0491
2.4974,5.6319,4.2271
1.8998,5.8413,3.4063
1.3398,6.0169,2.649
0.81415,6.1606,1.9934
0.31791,6.274,1.4553
-0.15448,6.3584,1.0335
-0.60818,6.4147,0.71596
-1.0475,6.4436,0.48545
-1.4755,6.4457,0.32363
-1.8944,6.4211,0.21349
-2.3053,6.3702,0.14065
-2.7084,6.293,0.093747
-3.1036,6.1897,0.064247
-3.4901,6.0605,0.046063
-3.8668,5.9057,0.035015
-4.2326,5.7256,0.028345
-4.5859,5.5206,0.024297
-4.9256,5.2912,0.021789
-5.25,5.0381,0.020172
-5.5578,4.7618,0.019072
-5.8476,4.4633,0.018274
-6.1181,4.1433,0.017661
-6.3679,3.803,0.017166
-6.5958,3.4433,0.016755
-6.8006,3.0655,0.016408
-6.9813,2.6707,0.016113
-7.1368,2.2605,0.015863
-7.2662,1.836,0.015656
-7.3687,1.3989,0.015487
-7.4435,0.95073,0.015355
-7.49,0.49305,0.015258
-7.5077,0.027577,0.015196
-7.496,-0.44397,0.015169
-7.4548,-0.91981,0.015175
-7.3837,-1.3981,0.015215
-7.2827,-1.8771,0.01529
-7.1518,-2.3548,0.015401
-6.9911,-2.8294,0.015548
-6.801,-3.2989,0.015735
-6.5817,-3.7615,0.015961
-6.3337,-4.2153,0.016231
-6.0578,-4.6583,0.016546
-5.7545,-5.0887,0.016912
-5.4248,-5.5046,0.017332
-5.0696,-5.9042,0.017811
-4.69,-6.2858,0.018355
-4.2872,-6.6476,0.018972
-3.8625,-6.9879,0.019671
-3.4172,-7.3052,0.020461
-2.9529,-7.5978,0.021354
-2.4712,-7.8644,0.022366
-1.9737,-8.1036,0.023513
-1.4621,-8.3141,0.024816
-0.93846,-8.4947,0.0263
-0.40452,-8.6443,0.027997
0.13768,-8.7619,0.029944
0.68611,-8.8467,0.032187
1.2387,-8.898,0.034783
1.7932,-8.915,0.037804
2.3476,-8.8975,0.041341
2.8996,-8.8449,0.045506
3.4469,-8.757,0.050445
3.9873,-8.6339,0.056343
4.5186,-8.4754,0.063441
5.0384,-8.282,0.072052
5.5444,-8.0538,0.082587
6.0344,-7.7914,0.095587
6.5061,-7.4954,0.11177
6.9571,-7.1666,0.13211
7.3852,-6.8061,0.15788
7.788,-6.4149,0.19085
8.1632,-5.9942,0.23335
8.5081,-5.5456,0.28859
8.8203,-5.0706,0.36086
9.0968,-4.5711,0.45595
9.3346,-4.0491,0.5816
9.5301,-3.5069,0.74796
9.6792,-2.9469,0.96819
9.777,-2.372,1.2588
9.8177,-1.7855,1.6394
9.7945,-1.191,2.1322
9.6991,-0.59257,2.7589
9.5227,0.0049357,3.5363
9.2558,0.59614,4.4674
8.8899,1.175,5.5309
8.4191,1.735,6.6695
7.8431,2.2692,7.7828
7.1693,2.7708,8.7335
6.4146,3.2338,9.3718
5.6051,3.6533,9.576
4.7727,4.0263,9.2938
3.9502,4.3518,8.5638
3.1652,4.6307,7.5035
2.4365,4.8654,6.2704
1.7728,5.0592,5.0173
1.174,5.2157,3.8606
0.63392,5.3383,2.8685
0.14345,5.4301,2.0661
-0.30743,5.4935,1.4477
-0.72783,5.5302,0.99014
-1.1253,5.5418,0.66325
-1.5055,5.529,0.43694
-1.8724,5.4926,0.28464
-2.2286,5.433,0.18477
-2.5752,5.3506,0.12084
-2.9128,5.2456,0.080777
-3.2411,5.1183,0.056148
-3.5596,4.9691,0.041231
-3.8674,4.7983,0.032279
-4.1634,4.6064,0.026914
-4.4465,4.3938,0.023665
-4.7155,4.1612,0.021645
-4.9693,3.9091,0.020336
-5.2068,3.6385,0.019439
-5.4267,3.35,0.018786
-5.628,3.0447,0.018284
-5.8097,2.7234,0.017881
-5.9709,2.3873,0.017549
-6.1106,2.0375,0.017274
-6.2281,1.6752,0.017045
-6.3225,1.3016,0.016857
-6.3933,0.91809,0.016709
-6.4398,0.52607,0.016597
-6.4617,0.12694,0.016521
-6.4583,-0.27781,0.01648
-6.4296,-0.68667,0.016474
-6.3752,-1.0981,0.016502
-6.2951,-1.5105,0.016565
-6.1892,-1.9222,0.016664
-6.0576,-2.3317,0.0168
-5.9006,-2.7372,0.016973
-5.7183,-3.1373,0.017187
-5.5114,-3.5301,0.017442
-5.2801,-3.9141,0.017742
-5.0252,-4.2877,0.01809
-4.7473,-4.6493,0.01849
-4.4472,-4.9972,0.018945
-4.1259,-5.33,0.01946
-3.7843,-5.6461,0.020043
-3.4235,-5.9442,0.020699
-3.0447,-6.2227,0.021438
-2.6492,-6.4805,0.022267
-2.2383,-6.7161,0.0232
-1.8135,-6.9284,0.024248
-1.3761,-7.1163,0.025428
-0.92793,-7.2786,0.026759
-0.47046,-7.4146,0.028262
-0.0054171,-7.5233,0.029964
0.46546,-7.6039,0.031898
0.94037,-7.6558,0.0341
1.4175,-7.6783,0.036618
1.8949,-7.6712,0.039508
2.3708,-7.634,0.04284
2.8433,-7.5664,0.046698
3.3103,-7.4685,0.051186
3.77,-7.3402,0.056435
4.2204,-7.1816,0.062606
4.6595,-6.9931,0.069901
5.0855,-6.775,0.078572
5.4963,-6.5278,0.088939
5.8901,-6.2521,0.1014
6.265,-5.9488,0.11647
6.6191,-5.6187,0.13478
6.9505,-5.2629,0.15715
7.2574,-4.8826,0.18459
7.5378,-4.4789,0.21839
7.7901,-4.0534,0.26014
8.0122,-3.6076,0.31181
8.2022,-3.1431,0.37581
8.3583,-2.662,0.45499
8.4784,-2.166,0.55269
8.5603,-1.6574,0.67265
8.6018,-1.1385,0.81883
8.6006,-0.6117,0.99508
8.5543,-0.079743,1.2046
8.4605,0.45455,1.4492
8.3169,0.98815,1.7279
8.1218,1.5179,2.0363
7.8738,2.0404,2.3647
7.5727,2.5522,2.6975
7.2196,3.05,3.0135
6.8173,3.5303,3.287
6.3705,3.9899,3.4905
5.8857,4.4261,3.5999
5.3709,4.8363,3.5982
4.835,5.2185,3.4805
4.2868,5.5715,3.2547
3.7343,5.8943,2.9414
3.1841,6.1864,2.5691
2.6409,6.4478,2.1698
2.1073,6.6786,1.7735
1.5842,6.8791,1.4044
1.0713,7.0495,1.0788
0.56742,7.1901,0.80529
0.071143,7.301,0.58527
-0.41896,7.3823,0.41532
-0.90399,7.4339,0.28891
-1.3846,7.4559,0.19815
-1.8608,7.448,0.13513
-2.3324,7.4103,0.092689
-2.7985,7.3425,0.064903
-3.2581,7.2448,0.04714
-3.7097,7.1172,0.035986
-4.1519,6.9599,0.029047
-4.5831,6.7731,0.024718
-5.0014,6.5573,0.021965
-5.4053,6.3128,0.020148
-5.7929,6.0404,0.018885
-6.1626,5.7407,0.017954
-6.5127,5.4146,0.017227
-6.8416,5.063,0.016634
-7.1478,4.687,0.016137
-7.4297,4.2877,0.015712
-7.6859,3.8665,0.015346
-7.9152,3.4247,0.015031
-8.1162,2.9637,0.014762
-8.2879,2.4852,0.014535
-8.4292,1.9909,0.014346
-8.5391,1.4823,0.014195
-8.6169,0.96149,0.014079
-8.6617,0.43019,0.013998
-8.6731,-0.10958,0.013949
-8.6505,-0.65583,0.013935
-8.5937,-1.2065,0.013953
-8.5023,-1.7594,0.014004
-8.3764,-2.3125,0.01409
-8.216,-2.8636,0.014211
-8.0213,-3.4105,0.014369
-7.7925,-3.951,0.014566
-7.5303,-4.4828,0.014803
-7.2351,-5.0039,0.015084
-6.9078,-5.5119,0.015413
-6.5492,-6.0048,0.015794
-6.1603,-6.4805,0.016231
-5.7424,-6.9367,0.016731
-5.2965,-7.3716,0.017301
-4.8243,-7.7831,0.01795
-4.3271,-8.1692,0.018688
-3.8066,-8.5283,0.019528
-3.2647,-8.8585,0.020485
-2.7031,-9.1581,0.021576
-2.1238,-9.4257,0.022825
-1.5288,-9.6597,0.024259
-0.92043,-9.8588,0.025911
-0.30078,-10.022,0.027825
0.32779,-10.148,0.030051
0.96292,-10.235,0.032659
1.6022,-10.284,0.035732
2.2431,-10.293,0.039382
2.883,-10.262,0.043749
3.5195,-10.19,0.049023
4.1499,-10.078,0.055452
4.7716,-9.9243,0.063367
5.382,-9.7304,0.07322
5.9783,-9.496,0.085627
6.5578,-9.2217,0.10144
7.1179,-8.9081,0.12185
7.6558,-8.556,0.14853
8.1685,-8.1664,0.18387
8.6533,-7.7405,0.23131
9.1069,-7.2797,0.29578
9.526,-6.7856,0.3845
9.9067,-6.2601,0.50794
10.245,-5.7053,0.68136
10.534,-5.1238,0.92687
10.768,-4.5184,1.2762
10.937,-3.8926,1.7738
11.03,-3.2505,2.4799
11.03,-2.5972,3.4719
10.916,-1.9391,4.8387
10.662,-1.2841,6.6631
10.238,-0.64178,8.9818
9.6162,-0.023972,11.72
8.779,0.55597,14.614
7.7331,1.0841,17.185
6.5205,1.5476,18.831
5.2193,1.9376,19.069
3.9279,2.2504,17.797
2.7369,2.4886,15.361
1.7057,2.6596,12.362
0.8552,2.7734,9.3774
0.17506,2.8405,6.7811
-0.36188,2.8702,4.7222
-0.78747,2.87,3.1935
-1.1309,2.8457,2.1113
-1.4154,2.8015,1.3721
-1.6585,2.7401,0.8805
-1.8721,2.6636,0.5606
-2.0642,2.5734,0.35604
-2.24,2.4706,0.22717
-2.4025,2.3558,0.14701
-2.5536,2.2296,0.097699
-2.6939,2.0928,0.06765
-2.8239,1.9457,0.049475
-2.9435,1.7889,0.038542
-3.0525,1.6229,0.03198
-3.1506,1.4483,0.028037
-3.2372,1.2657,0.025653
-3.3122,1.0757,0.024195
-3.3749,0.87895,0.023288
-3.4251,0.67618,0.022714
-3.4625,0.4681,0.022343
-3.4867,0.25545,0.022102
-3.4975,0.039014,0.021949
-3.4946,-0.18041,0.02186
-3.478,-0.40199,0.02182
-3.4475,-0.62489,0.021823
-3.403,-0.84824,0.021865
-3.3445,-1.0712,0.021943
-3.2722,-1.2928,0.022056
-3.1861,-1.5123,0.022205
-3.0864,-1.7287,0.022391
-2.9733,-1.9411,0.022613
-2.847,-2.1487,0.022874
-2.708,-2.3506,0.023175
-2.5566,-2.5459,0.023517
-2.3932,-2.7337,0.023903
-2.2183,-2.9133,0.024335
-2.0325,-3.0838,0.024816
-1.8364,-3.2445,0.025348
-1.6306,-3.3945,0.025936
-1.4158,-3.5332,0.026582
-1.1928,-3.6599,0.027291
-0.96223,-3.7739,0.028068
-0.725,-3.8747,0.028917
-0.48195,-3.9616,0.029844
-0.23396,-4.0342,0.030855
0.018049,-4.092,0.031957
0.27314,-4.1345,0.033158
0.53034,-4.1615,0.034464
0.78865,-4.1726,0.035886
1.0471,-4.1676,0.037433
1.3046,-4.1463,0.039115
1.5602,-4.1086,0.040942
1.8128,-4.0544,0.042928
2.0614,-3.9838,0.045083
2.3049,-3.8968,0.047422
2.5424,-3.7936,0.049957
2.7727,-3.6744,0.052702
